variant,join_mode,strategy_id,direction,year,cost_scenario,delta_permitted_trades,delta_total_net_r,delta_average_net_r,delta_resolved_win_rate,delta_maximum_drawdown_r,delta_retention_percentage
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,ALL,2026,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,ALL,2026,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,ALL,NORMALIZED_LOW_COST,-2.0,-0.7159090909090908,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,ALL,NORMALIZED_MEDIUM_COST,-2.0,-0.5934959349593496,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,ALL,NORMALIZED_HIGH_COST,-2.0,-0.46502057613168724,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2017,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2017,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2017,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2018,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2018,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2018,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2019,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2019,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2019,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2020,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2020,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2020,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2021,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2021,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2021,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2022,NORMALIZED_LOW_COST,-2.0,-0.7159090909090908,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2022,NORMALIZED_MEDIUM_COST,-2.0,-0.5934959349593496,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2022,NORMALIZED_HIGH_COST,-2.0,-0.46502057613168724,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2023,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2023,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2023,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2024,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2024,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2024,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2025,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2025,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2025,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2026,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2026,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BULLISH,2026,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,ALL,NORMALIZED_LOW_COST,-22.0,11.435069642209944,,,-11.873271889400955,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,ALL,NORMALIZED_MEDIUM_COST,-22.0,11.943749427981041,,,-12.314818610370978,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,ALL,NORMALIZED_HIGH_COST,-22.0,16.82338866380612,,,-16.82338866380612,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2017,NORMALIZED_LOW_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2017,NORMALIZED_MEDIUM_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2017,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2018,NORMALIZED_LOW_COST,-2.0,-0.4382022471910112,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2018,NORMALIZED_MEDIUM_COST,-2.0,-0.371069182389937,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2018,NORMALIZED_HIGH_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2019,NORMALIZED_LOW_COST,-5.0,5.0,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2019,NORMALIZED_MEDIUM_COST,-5.0,2.4901960784313726,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2019,NORMALIZED_HIGH_COST,-5.0,4.752252252252252,,,-4.752252252252252,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2020,NORMALIZED_LOW_COST,-4.0,1.2857142857143185,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2020,NORMALIZED_MEDIUM_COST,-4.0,4.0,,,-4.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2020,NORMALIZED_HIGH_COST,-4.0,4.0,,,-4.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2021,NORMALIZED_LOW_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2021,NORMALIZED_MEDIUM_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2021,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2022,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2022,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2022,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2023,NORMALIZED_LOW_COST,-6.0,0.5875576036866357,,,-2.2304147465437785,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2023,NORMALIZED_MEDIUM_COST,-6.0,0.824622531939605,,,-2.3484320557491287,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2023,NORMALIZED_HIGH_COST,-6.0,1.0711364115538686,,,-2.493358633776091,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2024,NORMALIZED_LOW_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2024,NORMALIZED_MEDIUM_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2024,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2025,NORMALIZED_LOW_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2025,NORMALIZED_MEDIUM_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2025,NORMALIZED_HIGH_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2026,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2026,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C1_OB_FVG,BEARISH,2026,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,ALL,NORMALIZED_LOW_COST,-76.0,42.42242535194568,,,-42.42242535194568,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,ALL,NORMALIZED_MEDIUM_COST,-76.0,38.79140906353545,,,-38.79140906353545,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,ALL,NORMALIZED_HIGH_COST,-76.0,50.16736575495997,,,-50.16736575495997,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2017,NORMALIZED_LOW_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2017,NORMALIZED_MEDIUM_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2017,NORMALIZED_HIGH_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2018,NORMALIZED_LOW_COST,-8.0,5.480769230769231,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2018,NORMALIZED_MEDIUM_COST,-8.0,3.2839325018341894,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2018,NORMALIZED_HIGH_COST,-8.0,3.310434021834227,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2019,NORMALIZED_LOW_COST,-8.0,2.809591642924991,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2019,NORMALIZED_MEDIUM_COST,-8.0,2.9652819586594603,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2019,NORMALIZED_HIGH_COST,-8.0,4.932109343125271,,,-4.932109343125271,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2020,NORMALIZED_LOW_COST,-10.0,7.337837837837748,,,-7.337837837837748,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2020,NORMALIZED_MEDIUM_COST,-10.0,7.458715596330226,,,-7.458715596330226,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2020,NORMALIZED_HIGH_COST,-10.0,7.625,,,-7.625,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2021,NORMALIZED_LOW_COST,-5.0,-1.8884271363698915,,,-1.1301775147928994,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2021,NORMALIZED_MEDIUM_COST,-5.0,-1.4441930618401209,,,-1.4019607843137254,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2021,NORMALIZED_HIGH_COST,-5.0,-0.8753628236386858,,,-1.8703703703703702,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2022,NORMALIZED_LOW_COST,-9.0,0.961702697831794,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2022,NORMALIZED_MEDIUM_COST,-9.0,3.653083367239419,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2022,NORMALIZED_HIGH_COST,-9.0,9.0,,,-9.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2023,NORMALIZED_LOW_COST,-13.0,10.26595744680851,,,-10.26595744680851,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2023,NORMALIZED_MEDIUM_COST,-13.0,10.387596899224807,,,-10.387596899224807,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2023,NORMALIZED_HIGH_COST,-13.0,8.1955033851455,,,-8.1955033851455,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2024,NORMALIZED_LOW_COST,-7.0,4.20746887966805,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2024,NORMALIZED_MEDIUM_COST,-7.0,1.6749002988194923,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2024,NORMALIZED_HIGH_COST,-7.0,4.471869328493648,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2025,NORMALIZED_LOW_COST,-8.0,5.247524752475248,,,-5.247524752475248,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2025,NORMALIZED_MEDIUM_COST,-8.0,2.8120915032679736,,,-4.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2025,NORMALIZED_HIGH_COST,-8.0,5.5078125,,,-5.5078125,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2026,NORMALIZED_LOW_COST,-5.0,5.0,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2026,NORMALIZED_MEDIUM_COST,-5.0,5.0,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,ALL,2026,NORMALIZED_HIGH_COST,-5.0,5.0,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,ALL,NORMALIZED_LOW_COST,-14.0,-1.54024412078169,,,-7.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,ALL,NORMALIZED_MEDIUM_COST,-14.0,1.402868179367232,,,-7.3745318352059925,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,ALL,NORMALIZED_HIGH_COST,-14.0,9.225720473096786,,,-11.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2017,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2017,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2017,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2018,NORMALIZED_LOW_COST,-1.0,-1.5192307692307692,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2018,NORMALIZED_MEDIUM_COST,-1.0,-1.4252873563218391,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2018,NORMALIZED_HIGH_COST,-1.0,-1.3719806763285025,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2019,NORMALIZED_LOW_COST,-1.0,-1.382716049382716,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2019,NORMALIZED_MEDIUM_COST,-1.0,-1.3377483443708609,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2019,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2020,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2020,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2020,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2021,NORMALIZED_LOW_COST,-1.0,-1.6,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2021,NORMALIZED_MEDIUM_COST,-1.0,-1.4871794871794872,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2021,NORMALIZED_HIGH_COST,-1.0,-1.4022988505747127,,,0.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2022,NORMALIZED_LOW_COST,-7.0,-1.038297302168206,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2022,NORMALIZED_MEDIUM_COST,-7.0,1.653083367239419,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2022,NORMALIZED_HIGH_COST,-7.0,7.0,,,-7.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2023,NORMALIZED_LOW_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2023,NORMALIZED_MEDIUM_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2023,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2024,NORMALIZED_LOW_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2024,NORMALIZED_MEDIUM_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2024,NORMALIZED_HIGH_COST,0.0,0.0,,,0.0,
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2025,NORMALIZED_LOW_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2025,NORMALIZED_MEDIUM_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2025,NORMALIZED_HIGH_COST,-1.0,1.0,,,-1.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2026,NORMALIZED_LOW_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2026,NORMALIZED_MEDIUM_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BULLISH,2026,NORMALIZED_HIGH_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,ALL,NORMALIZED_LOW_COST,-62.0,43.96266947272737,,,-43.96266947272737,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,ALL,NORMALIZED_MEDIUM_COST,-62.0,37.388540884168215,,,-37.388540884168215,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,ALL,NORMALIZED_HIGH_COST,-62.0,40.941645281863174,,,-40.941645281863174,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2017,NORMALIZED_LOW_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2017,NORMALIZED_MEDIUM_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2017,NORMALIZED_HIGH_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2018,NORMALIZED_LOW_COST,-7.0,7.0,,,-7.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2018,NORMALIZED_MEDIUM_COST,-7.0,4.709219858156028,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2018,NORMALIZED_HIGH_COST,-7.0,4.68241469816273,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2019,NORMALIZED_LOW_COST,-7.0,4.192307692307708,,,-4.192307692307708,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2019,NORMALIZED_MEDIUM_COST,-7.0,4.303030303030321,,,-4.303030303030321,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2019,NORMALIZED_HIGH_COST,-7.0,3.932109343125271,,,-3.932109343125271,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2020,NORMALIZED_LOW_COST,-10.0,7.337837837837748,,,-7.337837837837748,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2020,NORMALIZED_MEDIUM_COST,-10.0,7.458715596330226,,,-7.458715596330226,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2020,NORMALIZED_HIGH_COST,-10.0,7.625,,,-7.625,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2021,NORMALIZED_LOW_COST,-4.0,-0.28842713636989137,,,-1.1301775147928994,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2021,NORMALIZED_MEDIUM_COST,-4.0,0.04298642533936636,,,-1.4019607843137254,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2021,NORMALIZED_HIGH_COST,-4.0,0.5269360269360268,,,-1.8703703703703702,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2022,NORMALIZED_LOW_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2022,NORMALIZED_MEDIUM_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2022,NORMALIZED_HIGH_COST,-2.0,2.0,,,-2.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2023,NORMALIZED_LOW_COST,-12.0,9.26595744680851,,,-9.26595744680851,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2023,NORMALIZED_MEDIUM_COST,-12.0,9.387596899224807,,,-9.387596899224807,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2023,NORMALIZED_HIGH_COST,-12.0,7.1955033851455,,,-7.1955033851455,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_LOW_COST,-7.0,4.20746887966805,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_MEDIUM_COST,-7.0,1.6749002988194923,,,-5.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2024,NORMALIZED_HIGH_COST,-7.0,4.471869328493648,,,-6.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_LOW_COST,-7.0,4.247524752475248,,,-4.247524752475248,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_MEDIUM_COST,-7.0,1.8120915032679739,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2025,NORMALIZED_HIGH_COST,-7.0,4.5078125,,,-4.5078125,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_LOW_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_MEDIUM_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M5_C2_FVG_BREAKER,BEARISH,2026,NORMALIZED_HIGH_COST,-3.0,3.0,,,-3.0,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,ALL,NORMALIZED_LOW_COST,-49.0,29.3892879863576,,,-29.3892879863576,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,ALL,NORMALIZED_MEDIUM_COST,-49.0,32.15751095756355,,,-32.53251095756355,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,ALL,NORMALIZED_HIGH_COST,-49.0,41.876851851851846,,,-42.22685185185185,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,2017,NORMALIZED_LOW_COST,-4.0,4.0,,,-4.0,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,2017,NORMALIZED_MEDIUM_COST,-4.0,4.0,,,-4.0,-100.0
M4_HIGH_COVERAGE,J1,M1_C1_OB_FVG,ALL,2017,NORMALIZED_HIGH_COST,-4.0,4.0,,,-4.0,-100.0
