program_id,experiment_id,variant,join_mode,strategy_id,timeframe,confluence_family,direction,year,cost_scenario,detected_technical_setups,filled_technical_trades,permitted_setups,permitted_trades,filtered_setups,retention_percentage,no_fills,wins,losses,timeouts,ambiguities,resolved_win_rate,two_r_before_stop_rate,average_gross_r,median_gross_r,average_net_r,median_net_r,total_net_r,expectancy_r,profit_factor,maximum_drawdown_r,maximum_drawdown_duration_trades,longest_losing_streak,average_holding_hours,median_holding_hours,profitable_years,losing_years,percentage_profitable_years,worst_year,worst_year_net_r,best_year,best_year_net_r,maximum_inactivity_hours,study_span_hours,metric_status
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,ALL,NORMALIZED_LOW_COST,49,13,49,13,0,100.0,36,3,10,0,0,0.23076923076923078,0.23076923076923078,-0.1407280680128869,-0.8054474708171661,-0.35486963393957016,-1.0,-4.6133052412144115,-0.35486963393957016,0.5386694758785587,6.474029475197699,11.0,5,0.5025641025641026,0.05,2,5,0.2857142857142857,2019,-3.0,2021,1.7596153846153846,9556.566666666668,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,ALL,NORMALIZED_MEDIUM_COST,49,13,49,13,0,100.0,36,3,10,0,0,0.23076923076923078,0.23076923076923078,-0.06587046282735802,-0.6941896024465393,-0.3803788568747999,-1.0,-4.944925139372398,-0.3803788568747999,0.5055074860627602,6.711824906272165,11.0,5,0.5692307692307692,0.11666666666666667,2,5,0.2857142857142857,2019,-3.0,2021,1.6402877697841727,9556.566666666668,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,ALL,NORMALIZED_HIGH_COST,49,13,49,13,0,100.0,36,1,12,0,0,0.07692307692307693,0.07692307692307693,-0.36057469569168216,-0.5430579964850615,-0.8078408078408079,-1.0,-10.501930501930502,-0.8078408078408079,0.12483912483912483,10.501930501930502,12.0,7,0.8128205128205128,0.5666666666666667,1,6,0.14285714285714285,2019,-3.0,2021,1.498069498069498,9556.566666666668,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2017,NORMALIZED_LOW_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2017,NORMALIZED_MEDIUM_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2017,NORMALIZED_HIGH_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2018,NORMALIZED_LOW_COST,6,0,6,0,0,,6,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2018,NORMALIZED_MEDIUM_COST,6,0,6,0,0,,6,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2018,NORMALIZED_HIGH_COST,6,0,6,0,0,,6,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2019,NORMALIZED_LOW_COST,6,3,6,3,0,100.0,3,0,3,0,0,0.0,0.0,-0.7407771917575839,-0.7747747747747747,-1.0,-1.0,-3.0,-1.0,0.0,3.0,2.0,3,1.4666666666666668,0.8333333333333334,0,1,0.0,2019,-3.0,2019,-3.0,3807.8166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2019,NORMALIZED_MEDIUM_COST,6,3,6,3,0,100.0,3,0,3,0,0,0.0,0.0,-0.6350731439201759,-0.6575342465753424,-1.0,-1.0,-3.0,-1.0,0.0,3.0,2.0,3,1.527777777777778,0.85,0,1,0.0,2019,-3.0,2019,-3.0,3807.8166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2019,NORMALIZED_HIGH_COST,6,3,6,3,0,100.0,3,0,3,0,0,0.0,0.0,-0.5091035375613099,-0.5112781954887218,-1.0,-1.0,-3.0,-1.0,0.0,3.0,2.0,3,2.138888888888889,1.4333333333333333,0,1,0.0,2019,-3.0,2019,-3.0,3807.8166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2020,NORMALIZED_LOW_COST,6,2,6,2,0,100.0,4,0,2,0,0,0.0,0.0,-0.7456604474148334,-0.7456604474148334,-1.0,-1.0,-2.0,-1.0,0.0,2.0,1.0,2,0.6333333333333334,0.6333333333333334,0,1,0.0,2020,-2.0,2020,-2.0,3653.2833333333333,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2020,NORMALIZED_MEDIUM_COST,6,2,6,2,0,100.0,4,0,2,0,0,0.0,0.0,-0.6832105122969013,-0.6832105122969013,-1.0,-1.0,-2.0,-1.0,0.0,2.0,1.0,2,0.9083333333333334,0.9083333333333334,0,1,0.0,2020,-2.0,2020,-2.0,3653.2833333333333,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2020,NORMALIZED_HIGH_COST,6,2,6,2,0,100.0,4,0,2,0,0,0.0,0.0,-0.6164387132087028,-0.6164387132087028,-1.0,-1.0,-2.0,-1.0,0.0,2.0,1.0,2,0.925,0.925,0,1,0.0,2020,-2.0,2020,-2.0,3653.2833333333333,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2021,NORMALIZED_LOW_COST,1,1,1,1,0,100.0,0,1,0,0,0,1.0,1.0,2.0,2.0,1.7596153846153846,1.7596153846153846,1.7596153846153846,1.7596153846153846,inf,0.0,0.0,0,0.016666666666666666,0.016666666666666666,1,0,1.0,2021,1.7596153846153846,2021,1.7596153846153846,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2021,NORMALIZED_MEDIUM_COST,1,1,1,1,0,100.0,0,1,0,0,0,1.0,1.0,2.0,2.0,1.6402877697841727,1.6402877697841727,1.6402877697841727,1.6402877697841727,inf,0.0,0.0,0,0.08333333333333333,0.08333333333333333,1,0,1.0,2021,1.6402877697841727,2021,1.6402877697841727,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2021,NORMALIZED_HIGH_COST,1,1,1,1,0,100.0,0,1,0,0,0,1.0,1.0,2.0,2.0,1.498069498069498,1.498069498069498,1.498069498069498,1.498069498069498,inf,0.0,0.0,0,0.25,0.25,1,0,1.0,2021,1.498069498069498,2021,1.498069498069498,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2022,NORMALIZED_LOW_COST,6,1,6,1,0,100.0,5,0,1,0,0,0.0,0.0,-0.8525073746312685,-0.8525073746312685,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2022,NORMALIZED_MEDIUM_COST,6,1,6,1,0,100.0,5,0,1,0,0,0.0,0.0,-0.7555012224938875,-0.7555012224938875,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2022,NORMALIZED_HIGH_COST,6,1,6,1,0,100.0,5,0,1,0,0,0.0,0.0,-0.5993836671802774,-0.5993836671802774,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2023,NORMALIZED_LOW_COST,10,3,10,3,0,100.0,7,1,2,0,0,0.3333333333333333,0.3333333333333333,0.123242879426625,-0.806949806949807,-0.07788161993769467,-1.0,-0.23364485981308403,-0.07788161993769467,0.883177570093458,1.0,0.0,1,0.2388888888888889,0.11666666666666667,0,1,0.0,2023,-0.23364485981308403,2023,-0.23364485981308403,3910.3166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2023,NORMALIZED_MEDIUM_COST,10,3,10,3,0,100.0,7,1,2,0,0,0.3333333333333333,0.3333333333333333,0.19574582892044168,-0.6960486322188449,-0.11737089201877933,-1.0,-0.352112676056338,-0.11737089201877933,0.823943661971831,1.0,0.0,1,0.25,0.11666666666666667,0,1,0.0,2023,-0.352112676056338,2023,-0.352112676056338,3910.3166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2023,NORMALIZED_HIGH_COST,10,3,10,3,0,100.0,7,0,3,0,0,0.0,0.0,-0.5361420745892453,-0.5430579964850615,-1.0,-1.0,-3.0,-1.0,0.0,3.0,2.0,3,0.4222222222222222,0.5666666666666667,0,1,0.0,2023,-3.0,2023,-3.0,3910.3166666666666,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2024,NORMALIZED_LOW_COST,4,1,4,1,0,100.0,3,0,1,0,0,0.0,0.0,-0.8275862068965517,-0.8275862068965517,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.05,0.05,0,1,0.0,2024,-1.0,2024,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2024,NORMALIZED_MEDIUM_COST,4,1,4,1,0,100.0,3,0,1,0,0,0.0,0.0,-0.7222222222222222,-0.7222222222222222,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.06666666666666667,0.06666666666666667,0,1,0.0,2024,-1.0,2024,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2024,NORMALIZED_HIGH_COST,4,1,4,1,0,100.0,3,0,1,0,0,0.0,0.0,-0.5666666666666667,-0.5666666666666667,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.1,0.1,0,1,0.0,2024,-1.0,2024,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2025,NORMALIZED_LOW_COST,7,2,7,2,0,100.0,5,1,1,0,0,0.5,0.5,0.5972762645914169,0.5972762645914169,0.4303621169916435,0.4303621169916435,0.860724233983287,0.4303621169916435,1.860724233983287,1.0,0.0,1,0.03333333333333333,0.03333333333333333,1,0,1.0,2025,0.860724233983287,2025,0.860724233983287,1554.9166666666667,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2025,NORMALIZED_MEDIUM_COST,7,2,7,2,0,100.0,5,1,1,0,0,0.5,0.5,0.6529051987767304,0.6529051987767304,0.3834498834498834,0.3834498834498834,0.7668997668997668,0.3834498834498834,1.7668997668997668,1.0,0.0,1,0.041666666666666664,0.041666666666666664,1,0,1.0,2025,0.7668997668997668,2025,0.7668997668997668,1554.9166666666667,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2025,NORMALIZED_HIGH_COST,7,2,7,2,0,100.0,5,0,2,0,0,0.0,0.0,-0.5764032236379265,-0.5764032236379265,-1.0,-1.0,-2.0,-1.0,0.0,2.0,1.0,2,0.3333333333333333,0.3333333333333333,0,1,0.0,2025,-2.0,2025,-2.0,1554.9166666666667,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2026,NORMALIZED_LOW_COST,2,0,2,0,0,,2,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2026,NORMALIZED_MEDIUM_COST,2,0,2,0,0,,2,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,ALL,2026,NORMALIZED_HIGH_COST,2,0,2,0,0,,2,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,ALL,NORMALIZED_LOW_COST,9,1,9,1,0,100.0,8,0,1,0,0,0.0,0.0,-0.8525073746312685,-0.8525073746312685,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,ALL,NORMALIZED_MEDIUM_COST,9,1,9,1,0,100.0,8,0,1,0,0,0.0,0.0,-0.7555012224938875,-0.7555012224938875,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,ALL,NORMALIZED_HIGH_COST,9,1,9,1,0,100.0,8,0,1,0,0,0.0,0.0,-0.5993836671802774,-0.5993836671802774,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2017,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2017,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2017,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2018,NORMALIZED_LOW_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2018,NORMALIZED_MEDIUM_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2018,NORMALIZED_HIGH_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2019,NORMALIZED_LOW_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2019,NORMALIZED_MEDIUM_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2019,NORMALIZED_HIGH_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2020,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2020,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2020,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2021,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2021,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2021,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2022,NORMALIZED_LOW_COST,5,1,5,1,0,100.0,4,0,1,0,0,0.0,0.0,-0.8525073746312685,-0.8525073746312685,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2022,NORMALIZED_MEDIUM_COST,5,1,5,1,0,100.0,4,0,1,0,0,0.0,0.0,-0.7555012224938875,-0.7555012224938875,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2022,NORMALIZED_HIGH_COST,5,1,5,1,0,100.0,4,0,1,0,0,0.0,0.0,-0.5993836671802774,-0.5993836671802774,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1,0.016666666666666666,0.016666666666666666,0,1,0.0,2022,-1.0,2022,-1.0,,75703.51666666666,PASS
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2023,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2023,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2023,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2024,NORMALIZED_LOW_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2024,NORMALIZED_MEDIUM_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2024,NORMALIZED_HIGH_COST,0,0,0,0,0,,0,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2025,NORMALIZED_LOW_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2025,NORMALIZED_MEDIUM_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
SMART-MARKETSCOPE-MACRO-REGIME-NAS100-001,SMMS-MACRO-REGIME-R9-001,T0,J0,M15_C1_OB_FVG,M15,C1_OB_FVG,BULLISH,2025,NORMALIZED_HIGH_COST,1,0,1,0,0,,1,0,0,0,0,,,,,,,0,,,0.0,,0,,,0,0,,,,,,,75703.51666666666,ZERO_TRADES
