actual_entry_fill_points,actual_exit_fill_points,ambiguous_adverse_first,bars_held_m1,block_kind,block_lower,block_upper,commission_cost_points,component_ids,confluence_lower,confluence_upper,cost_adjusted_entry_points,cost_adjusted_exit_points,cost_evidence_class,d1_candle2_start,decision_time,direction,entry_bar_start,entry_path_available_at,entry_reference_points,event_id,exit_reason,exit_reference_points,exit_time,experiment_id,expiry_time,exposure_label,family,fill_evidence_class,fill_reason,fill_status,final_holdout_accesses,financing_cost_points,gross_movement_points,gross_r,holding_hours,mode,net_points,net_r,outcome,program_id,protected_data_accesses,risk_points,scenario_id,setup_id,slippage_cost_points,spread_cost_points,stop_reference_points,strategy_id,target_multiple,target_reference_points,timeframe
,,False,0,OB,13037.3,13052.6,0,FVG-009401|OB-001758,13038.4,13052.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-04-10 00:00:00,2023-04-11 16:45:00,BEARISH,,,,D1-20230410-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-04-12 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20230410-BEARISH-M15-C1_OB_FVG-FVG-009401-OB-001758,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,13037.3,13052.6,0,FVG-009401|OB-001758,13038.4,13052.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-04-10 00:00:00,2023-04-11 16:45:00,BEARISH,,,,D1-20230410-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-04-12 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20230410-BEARISH-M15-C1_OB_FVG-FVG-009401-OB-001758,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,13207.2,13231.9,0,FVG-009944|OB-001859,13230.0,13230.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-05-01 00:00:00,2023-05-02 17:15:00,BEARISH,,,,D1-20230501-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-05-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20230501-BEARISH-M15-C1_OB_FVG-FVG-009944-OB-001859,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,13207.2,13231.9,0,FVG-009944|OB-001859,13230.0,13230.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-05-01 00:00:00,2023-05-02 17:15:00,BEARISH,,,,D1-20230501-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-05-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20230501-BEARISH-M15-C1_OB_FVG-FVG-009944-OB-001859,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,13207.2,13231.9,0,FVG-009944|OB-001859,13230.0,13230.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-05-01 00:00:00,2023-05-02 17:15:00,BEARISH,,,,D1-20230501-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-05-03 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20230501-BEARISH-M15-C1_OB_FVG-FVG-009944-OB-001859,0,0,,M15_C1_OB_FVG,1.5,,M15
14544.6,14528.550,False,2,OB,14541.6,14551.8,1.0,FVG-010056|OB-001878,14542.5,14546.7,14543.85,14529.300,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-06-05 00:00:00,2023-06-06 16:45:00,BEARISH,2023-06-06 17:11:00,2023-06-06 17:12:00,14544.6,D1-20230605-BEARISH,TARGET_1_5R,14528.550,2023-06-06 17:13:00,MLR-TECH-ABL-001,2023-06-07 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,16.050,1.5,0.016666666666666666,TECHNICAL_ONLY_ABLATION,13.550,1.266355140186915887850467290,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,10.70,NORMALIZED_LOW_COST,D1-20230605-BEARISH-M15-C1_OB_FVG-FVG-010056-OB-001878,0.50,1,14552.8,M15_C1_OB_FVG,1.5,14528.550,M15
14544.6,14523.30,False,3,OB,14541.6,14551.8,2,FVG-010056|OB-001878,14542.5,14546.7,14543.1,14524.80,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-06-05 00:00:00,2023-06-06 16:45:00,BEARISH,2023-06-06 17:11:00,2023-06-06 17:12:00,14544.6,D1-20230605-BEARISH,TARGET_1_5R,14523.30,2023-06-06 17:14:00,MLR-TECH-ABL-001,2023-06-07 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,21.30,1.5,0.03333333333333333,TECHNICAL_ONLY_ABLATION,16.30,1.147887323943661971830985915,WIN_TARGET_1_5R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,14.2,NORMALIZED_MEDIUM_COST,D1-20230605-BEARISH-M15-C1_OB_FVG-FVG-010056-OB-001878,1.0,2,14553.8,M15_C1_OB_FVG,1.5,14523.30,M15
14544.6,14557.8,False,35,OB,14541.6,14551.8,4,FVG-010056|OB-001878,14542.5,14546.7,14540.1,14562.3,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-06-05 00:00:00,2023-06-06 16:45:00,BEARISH,2023-06-06 17:11:00,2023-06-06 17:12:00,14544.6,D1-20230605-BEARISH,STOP,14557.8,2023-06-06 17:46:00,MLR-TECH-ABL-001,2023-06-07 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-13.2,-0.5038167938931297709923664122,0.5666666666666667,TECHNICAL_ONLY_ABLATION,-26.20,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,26.2,NORMALIZED_HIGH_COST,D1-20230605-BEARISH-M15-C1_OB_FVG-FVG-010056-OB-001878,3.0,6,14557.8,M15_C1_OB_FVG,1.5,14505.30,M15
,,False,0,OB,15566.1,15578.1,0,FVG-010157|OB-001893,15576.9,15578.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-14 00:00:00,2023-07-17 13:00:00,BEARISH,,,,D1-20230714-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20230714-BEARISH-M15-C1_OB_FVG-FVG-010157-OB-001893,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15566.1,15578.1,0,FVG-010157|OB-001893,15576.9,15578.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-14 00:00:00,2023-07-17 13:00:00,BEARISH,,,,D1-20230714-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20230714-BEARISH-M15-C1_OB_FVG-FVG-010157-OB-001893,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15566.1,15578.1,0,FVG-010157|OB-001893,15576.9,15578.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-14 00:00:00,2023-07-17 13:00:00,BEARISH,,,,D1-20230714-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20230714-BEARISH-M15-C1_OB_FVG-FVG-010157-OB-001893,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15763.3,15769.1,0,FVG-010346|OB-001916,15764.3,15769.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-19 00:00:00,2023-07-20 09:30:00,BEARISH,,,,D1-20230719-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-21 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20230719-BEARISH-M15-C1_OB_FVG-FVG-010346-OB-001916,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15763.3,15769.1,0,FVG-010346|OB-001916,15764.3,15769.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-19 00:00:00,2023-07-20 09:30:00,BEARISH,,,,D1-20230719-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-21 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20230719-BEARISH-M15-C1_OB_FVG-FVG-010346-OB-001916,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15763.3,15769.1,0,FVG-010346|OB-001916,15764.3,15769.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-19 00:00:00,2023-07-20 09:30:00,BEARISH,,,,D1-20230719-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-07-21 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20230719-BEARISH-M15-C1_OB_FVG-FVG-010346-OB-001916,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15767.7,15772.3,0,FVG-010600|OB-001966,15768.2,15770.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-31 00:00:00,2023-08-01 08:45:00,BEARISH,,,,D1-20230731-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-08-02 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20230731-BEARISH-M15-C1_OB_FVG-FVG-010600-OB-001966,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15767.7,15772.3,0,FVG-010600|OB-001966,15768.2,15770.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-31 00:00:00,2023-08-01 08:45:00,BEARISH,,,,D1-20230731-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-08-02 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20230731-BEARISH-M15-C1_OB_FVG-FVG-010600-OB-001966,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,15767.7,15772.3,0,FVG-010600|OB-001966,15768.2,15770.2,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-07-31 00:00:00,2023-08-01 08:45:00,BEARISH,,,,D1-20230731-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2023-08-02 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20230731-BEARISH-M15-C1_OB_FVG-FVG-010600-OB-001966,0,0,,M15_C1_OB_FVG,1.5,,M15
15784.95,15796.6,False,8,OB,15784.9,15795.6,1.0,FVG-011088|OB-002075,15784.9,15785.0,15784.20,15797.35,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-11-15 00:00:00,2023-11-16 14:15:00,BEARISH,2023-11-16 15:30:00,2023-11-16 15:31:00,15784.95,D1-20231115-BEARISH,STOP,15796.6,2023-11-16 15:38:00,MLR-TECH-ABL-001,2023-11-17 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-11.65,-0.8233215547703180212014134276,0.11666666666666667,TECHNICAL_ONLY_ABLATION,-14.15,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,14.15,NORMALIZED_LOW_COST,D1-20231115-BEARISH-M15-C1_OB_FVG-FVG-011088-OB-002075,0.50,1,15796.6,M15_C1_OB_FVG,1.5,15763.725,M15
15784.95,15797.6,False,8,OB,15784.9,15795.6,2,FVG-011088|OB-002075,15784.9,15785.0,15783.45,15799.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-11-15 00:00:00,2023-11-16 14:15:00,BEARISH,2023-11-16 15:30:00,2023-11-16 15:31:00,15784.95,D1-20231115-BEARISH,STOP,15797.6,2023-11-16 15:38:00,MLR-TECH-ABL-001,2023-11-17 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-12.65,-0.7167138810198300283286118980,0.11666666666666667,TECHNICAL_ONLY_ABLATION,-17.65,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,17.65,NORMALIZED_MEDIUM_COST,D1-20231115-BEARISH-M15-C1_OB_FVG-FVG-011088-OB-002075,1.0,2,15797.6,M15_C1_OB_FVG,1.5,15758.475,M15
15784.95,15801.6,False,9,OB,15784.9,15795.6,4,FVG-011088|OB-002075,15784.9,15785.0,15780.45,15806.1,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-11-15 00:00:00,2023-11-16 14:15:00,BEARISH,2023-11-16 15:30:00,2023-11-16 15:31:00,15784.95,D1-20231115-BEARISH,STOP,15801.6,2023-11-16 15:39:00,MLR-TECH-ABL-001,2023-11-17 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-16.65,-0.5615514333895446880269814503,0.13333333333333333,TECHNICAL_ONLY_ABLATION,-29.65,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,29.65,NORMALIZED_HIGH_COST,D1-20231115-BEARISH-M15-C1_OB_FVG-FVG-011088-OB-002075,3.0,6,15801.6,M15_C1_OB_FVG,1.5,15740.475,M15
,,False,0,OB,16580.7,16592.8,0,FVG-011396|OB-002135,16590.6,16592.8,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-12-14 00:00:00,2023-12-15 15:45:00,BEARISH,,,,D1-20231214-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-12-16 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20231214-BEARISH-M15-C1_OB_FVG-FVG-011396-OB-002135,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,16580.7,16592.8,0,FVG-011396|OB-002135,16590.6,16592.8,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-12-14 00:00:00,2023-12-15 15:45:00,BEARISH,,,,D1-20231214-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-12-16 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20231214-BEARISH-M15-C1_OB_FVG-FVG-011396-OB-002135,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,16580.7,16592.8,0,FVG-011396|OB-002135,16590.6,16592.8,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2023-12-14 00:00:00,2023-12-15 15:45:00,BEARISH,,,,D1-20231214-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2023-12-16 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20231214-BEARISH-M15-C1_OB_FVG-FVG-011396-OB-002135,0,0,,M15_C1_OB_FVG,1.5,,M15
18084.0,18096.0,False,4,OB,18079.2,18095.0,1.0,FVG-011694|OB-002189,18083.5,18084.5,18083.25,18096.75,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-07 00:00:00,2024-05-08 14:15:00,BEARISH,2024-05-08 17:22:00,2024-05-08 17:23:00,18084.0,D1-20240507-BEARISH,STOP,18096.0,2024-05-08 17:26:00,MLR-TECH-ABL-001,2024-05-09 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0,-12.0,-0.8275862068965517241379310345,0.05,TECHNICAL_ONLY_ABLATION,-14.50,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,14.50,NORMALIZED_LOW_COST,D1-20240507-BEARISH-M15-C1_OB_FVG-FVG-011694-OB-002189,0.50,1,18096.0,M15_C1_OB_FVG,1.5,18062.250,M15
18084.0,18097.0,False,5,OB,18079.2,18095.0,2,FVG-011694|OB-002189,18083.5,18084.5,18082.5,18098.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-07 00:00:00,2024-05-08 14:15:00,BEARISH,2024-05-08 17:22:00,2024-05-08 17:23:00,18084.0,D1-20240507-BEARISH,STOP,18097.0,2024-05-08 17:27:00,MLR-TECH-ABL-001,2024-05-09 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.0,-13.0,-0.7222222222222222222222222222,0.06666666666666667,TECHNICAL_ONLY_ABLATION,-18.0,-1,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,18.0,NORMALIZED_MEDIUM_COST,D1-20240507-BEARISH-M15-C1_OB_FVG-FVG-011694-OB-002189,1.0,2,18097.0,M15_C1_OB_FVG,1.5,18057.00,M15
18084.0,18101.0,False,7,OB,18079.2,18095.0,4,FVG-011694|OB-002189,18083.5,18084.5,18079.5,18105.5,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-07 00:00:00,2024-05-08 14:15:00,BEARISH,2024-05-08 17:22:00,2024-05-08 17:23:00,18084.0,D1-20240507-BEARISH,STOP,18101.0,2024-05-08 17:29:00,MLR-TECH-ABL-001,2024-05-09 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_STRICT_PENETRATION_NO_FAVORABLE_IMPROVEMENT,STRICT_M1_LIMIT_PENETRATION,FILLED,0,0.00,-17.0,-0.5666666666666666666666666667,0.1,TECHNICAL_ONLY_ABLATION,-30.00,-1.0,LOSS_1R,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,30.0,NORMALIZED_HIGH_COST,D1-20240507-BEARISH-M15-C1_OB_FVG-FVG-011694-OB-002189,3.0,6,18101.0,M15_C1_OB_FVG,1.5,18039.00,M15
,,False,0,OB,18554.4,18566.7,0,FVG-011913|OB-002235,18559.8,18561.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-16 00:00:00,2024-05-17 11:15:00,BEARISH,,,,D1-20240516-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2024-05-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20240516-BEARISH-M15-C1_OB_FVG-FVG-011913-OB-002235,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,18554.4,18566.7,0,FVG-011913|OB-002235,18559.8,18561.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-16 00:00:00,2024-05-17 11:15:00,BEARISH,,,,D1-20240516-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2024-05-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20240516-BEARISH-M15-C1_OB_FVG-FVG-011913-OB-002235,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,18554.4,18566.7,0,FVG-011913|OB-002235,18559.8,18561.1,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-05-16 00:00:00,2024-05-17 11:15:00,BEARISH,,,,D1-20240516-BEARISH,OB_MITIGATED_BEFORE_MIDPOINT,,,MLR-TECH-ABL-001,2024-05-18 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_BLOCK_TOUCH,OB_MITIGATED_BEFORE_MIDPOINT,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_HIGH_COST,D1-20240516-BEARISH-M15-C1_OB_FVG-FVG-011913-OB-002235,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,21194.9,21212.4,0,FVG-012462|OB-002337,21194.9,21196.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-11-08 00:00:00,2024-11-11 16:45:00,BEARISH,,,,D1-20241108-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2024-11-12 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_LOW_COST,D1-20241108-BEARISH-M15-C1_OB_FVG-FVG-012462-OB-002337,0,0,,M15_C1_OB_FVG,1.5,,M15
,,False,0,OB,21194.9,21212.4,0,FVG-012462|OB-002337,21194.9,21196.6,,,HYPOTHETICAL_SCENARIO_NOT_BROKER_FACT,2024-11-08 00:00:00,2024-11-11 16:45:00,BEARISH,,,,D1-20241108-BEARISH,MIDPOINT_NOT_STRICTLY_PENETRATED,,,MLR-TECH-ABL-001,2024-11-12 00:00:00,PREVIOUSLY_EXPOSED_WINDOW,C1_OB_FVG,M1_PATH,MIDPOINT_NOT_STRICTLY_PENETRATED,NO_FILL,0,0,,,,TECHNICAL_ONLY_ABLATION,,,NO_FILL,QRP-MACRO-LIQUIDITY-REVERSAL-001,0,,NORMALIZED_MEDIUM_COST,D1-20241108-BEARISH-M15-C1_OB_FVG-FVG-012462-OB-002337,0,0,,M15_C1_OB_FVG,1.5,,M15
