available_at,direction,event_id,lower,timeframe,upper,zone_type
2022-12-02 10:00:00,BEARISH,D1-20221201-BEARISH,12010.5,M1,12011.8,C1_OB_FVG
2022-12-02 10:25:00,BEARISH,D1-20221201-BEARISH,12016.6,M1,12018.5,C2_FVG_BREAKER
2022-12-02 10:54:00,BEARISH,D1-20221201-BEARISH,12019.3,M1,12020.3,C2_FVG_BREAKER
2022-12-02 11:09:00,BEARISH,D1-20221201-BEARISH,12024.2,M1,12025.0,C1_OB_FVG
2022-12-02 11:10:00,BEARISH,D1-20221201-BEARISH,12019.2,M1,12020.9,C2_FVG_BREAKER
2022-12-02 11:10:00,BEARISH,D1-20221201-BEARISH,12024.2,M1,12024.5,C1_OB_FVG
2022-12-02 11:11:00,BEARISH,D1-20221201-BEARISH,12017.4,M1,12018.1,C2_FVG_BREAKER
2022-12-02 11:12:00,BEARISH,D1-20221201-BEARISH,12017.1,M1,12018.6,C2_FVG_BREAKER
2022-12-02 11:12:00,BEARISH,D1-20221201-BEARISH,12017.1,M1,12018.5,C2_FVG_BREAKER
2022-12-02 11:12:00,BEARISH,D1-20221201-BEARISH,12017.4,M1,12018.1,C2_FVG_BREAKER
2022-12-02 11:12:00,BEARISH,D1-20221201-BEARISH,12019.3,M1,12020.2,C2_FVG_BREAKER
2022-12-02 11:12:00,BEARISH,D1-20221201-BEARISH,12019.2,M1,12020.2,C2_FVG_BREAKER
2022-12-02 11:33:00,BEARISH,D1-20221201-BEARISH,12020.8,M1,12020.9,C2_FVG_BREAKER
2022-12-02 11:34:00,BEARISH,D1-20221201-BEARISH,12017.6,M1,12020.0,C2_FVG_BREAKER
2022-12-02 11:34:00,BEARISH,D1-20221201-BEARISH,12017.6,M1,12020.0,C2_FVG_BREAKER
2022-12-02 12:27:00,BEARISH,D1-20221201-BEARISH,12035.5,M1,12036.1,C2_FVG_BREAKER
2022-12-02 12:47:00,BEARISH,D1-20221201-BEARISH,12034.4,M1,12034.9,C2_FVG_BREAKER
2022-12-02 13:02:00,BEARISH,D1-20221201-BEARISH,12034.4,M1,12034.9,C2_FVG_BREAKER
2022-12-02 13:03:00,BEARISH,D1-20221201-BEARISH,12032.8,M1,12033.0,C2_FVG_BREAKER
2022-12-02 13:45:00,BEARISH,D1-20221201-BEARISH,12026.7,M1,12027.7,C2_FVG_BREAKER
2022-12-02 13:45:00,BEARISH,D1-20221201-BEARISH,12026.7,M1,12027.9,C2_FVG_BREAKER
2022-12-02 13:45:00,BEARISH,D1-20221201-BEARISH,12028.2,M1,12029.0,C2_FVG_BREAKER
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.9,M1,12023.3,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12022.1,M1,12023.3,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.7,M1,12021.9,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.1,M1,12021.2,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12022.5,M1,12023.3,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.5,M1,12022.2,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.0,M1,12023.3,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.0,M1,12021.6,C1_OB_FVG
2022-12-02 14:01:00,BEARISH,D1-20221201-BEARISH,12021.0,M1,12023.3,C1_OB_FVG
2022-12-02 14:02:00,BEARISH,D1-20221201-BEARISH,12016.6,M1,12020.9,C2_FVG_BREAKER
2022-12-02 14:02:00,BEARISH,D1-20221201-BEARISH,12017.1,M1,12020.2,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12013.9,M1,12014.4,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12015.0,M1,12018.0,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12013.9,M1,12018.0,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12015.6,M1,12018.0,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12017.4,M1,12018.0,C2_FVG_BREAKER
2022-12-02 14:03:00,BEARISH,D1-20221201-BEARISH,12017.6,M1,12018.0,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12015.6,M1,12018.6,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12015.6,M1,12018.6,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12015.0,M1,12018.5,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12015.3,M1,12018.5,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12017.4,M1,12018.1,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12017.4,M1,12018.1,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12017.6,M1,12020.0,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12017.6,M1,12019.7,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12014.8,M1,12020.8,C2_FVG_BREAKER
2022-12-02 14:07:00,BEARISH,D1-20221201-BEARISH,12015.3,M1,12019.7,C2_FVG_BREAKER
